Rank,Title,Release_Year,Domestic Box Office,International Box Office,Total Box Office
"3,425",The Serpent and the Rainbow,1988,"$19,595,000",$0,"$19,595,000"
"3,426",8 Seconds,1994,"$19,582,455",$0,"$19,582,455"
"3,427",Heavy Metal,1981,"$19,571,091",$0,"$19,571,091"
"3,428",Astro Boy,2009,"$19,551,067","$22,085,176","$41,636,243"
"3,429",Jetsons: The Movie,1990,"$19,543,985",$0,"$19,543,985"
"3,430",The Professionals,1966,"$19,537,346",$0,"$19,537,346"
"3,431",Igor,2008,"$19,528,602","$11,484,747","$31,013,349"
"3,432",Police Academy 5: Assignment: Miami Beach,1988,"$19,510,000",$0,"$19,510,000"
"3,433","Dolce Vita, La",1961,"$19,500,000",$0,"$19,500,000"
"3,434",This is the Army,1943,"$19,500,000",$0,"$19,500,000"
"3,435",The Eagle,2011,"$19,490,041","$16,564,665","$36,054,706"
"3,436",Hero,1992,"$19,487,173","$47,300,000","$66,787,173"
"3,437",Timeline,2003,"$19,480,739","$7,222,445","$26,703,184"
"3,438",Valiant,2005,"$19,478,106","$44,710,281","$64,188,387"
"3,439",It Takes Two,1995,"$19,474,589",$0,"$19,474,589"
"3,440",Friday the 13th Part VI: Jason Lives,1986,"$19,472,057",$0,"$19,472,057"
"3,441",Beautiful Creatures,2013,"$19,452,138","$40,830,738","$60,282,876"
"3,442",House,1986,"$19,444,631","$2,700,000","$22,144,631"
"3,443",The Fly II,1989,"$19,441,528",$0,"$19,441,528"
"3,444",House Party 2,1991,"$19,438,638",$0,"$19,438,638"
"3,445",Oceans,2010,"$19,422,319","$67,365,211","$86,787,530"
"3,446",Doug's 1st Movie,1999,"$19,421,271",$0,"$19,421,271"
"3,447",The Producers: The Movie Musical,2005,"$19,398,532","$13,554,463","$32,952,995"
"3,448",An Innocent Man,1989,"$19,397,847",$0,"$19,397,847"
"3,449",Wonder Boys,2000,"$19,389,454","$14,033,031","$33,422,485"
"3,450",Shaun the Sheep,2015,"$19,375,982","$82,561,080","$101,937,062"
"3,451",Saving Silverman,2001,"$19,351,569","$6,521,573","$25,873,142"
"3,452",Joe,1970,"$19,319,254",$0,"$19,319,254"
"3,453",Runner Runner,2013,"$19,316,646","$41,196,034","$60,512,680"
"3,454",Little Giants,1994,"$19,306,362",$0,"$19,306,362"
"3,455",Cursed,2005,"$19,294,901","$5,820,000","$25,114,901"
"3,456",Summer of Sam,1999,"$19,288,130",$0,"$19,288,130"
"3,457",Léon,1994,"$19,284,974","$26,000,000","$45,284,974"
"3,458",Deathtrap,1982,"$19,282,000",$0,"$19,282,000"
"3,459",Best Defense,1984,"$19,265,302",$0,"$19,265,302"
"3,460",My Best Friend's Girl,2008,"$19,219,250","$15,567,861","$34,787,111"
"3,461",Species 2,1998,"$19,217,565","$7,600,000","$26,817,565"
"3,462",The Principal,1987,"$19,214,194",$0,"$19,214,194"
"3,463",House Party 3,1994,"$19,194,572",$0,"$19,194,572"
"3,464",Kari gurashi no Arietti,2012,"$19,192,510","$132,303,587","$151,496,097"
"3,465",Beerfest,2006,"$19,185,184","$974,132","$20,159,316"
"3,466",Martin Lawrence Live: RunTelDat,2002,"$19,184,820",$0,"$19,184,820"
"3,467",Two Brothers,2004,"$19,176,754","$43,000,000","$62,176,754"
"3,468",Mother,1996,"$19,174,217",$0,"$19,174,217"
"3,469",Friday the 13th Part VII: The New Blood,1988,"$19,170,001",$0,"$19,170,001"
"3,470",Tuck Everlasting,2002,"$19,161,999","$182,616","$19,344,615"
"3,471",The Fox,1968,"$19,146,711",$0,"$19,146,711"
"3,472",Race,2016,"$19,115,191","$3,062,934","$22,178,125"
"3,473",That's Entertainment,1974,"$19,100,000",$0,"$19,100,000"
"3,474",Waitress,2007,"$19,097,550","$3,119,633","$22,217,183"
"3,475",Bugs!,2003,"$19,084,280","$10,112,664","$29,196,944"
"3,476",Hart's War,2002,"$19,076,815","$14,000,000","$33,076,815"
"3,477","I, Frankenstein",2014,"$19,075,290","$55,500,000","$74,575,290"
"3,478",Remember Me,2010,"$19,068,240","$37,437,880","$56,506,120"
"3,479",Vacancy,2007,"$19,063,007","$5,300,000","$24,363,007"
"3,480",Blaze,1989,"$19,049,727",$0,"$19,049,727"
"3,481",The Replacement Killers,1998,"$19,035,741",$0,"$19,035,741"
"3,482",Mommie Dearest,1981,"$19,032,000","$6,000,000","$25,032,000"
"3,483",The Impossible,2012,"$19,019,882","$150,570,724","$169,590,606"
"3,484",Mortal Thoughts,1991,"$19,018,321",$0,"$19,018,321"
"3,485",North Dallas Forty,1979,"$19,010,710",$0,"$19,010,710"
"3,486",Johnny Mnemonic,1995,"$19,006,201",$0,"$19,006,201"
"3,487",The Boys from Brazil,1978,"$19,000,000",$0,"$19,000,000"
"3,488",The Jolson Story,1946,"$19,000,000",$0,"$19,000,000"
"3,489",The Octagon,1980,"$19,000,000",$0,"$19,000,000"
"3,490",The Seduction of Joe Tynan,1979,"$19,000,000",$0,"$19,000,000"
"3,491",Skin Deep,1989,"$19,000,000",$0,"$19,000,000"
"3,492",Sniper,1993,"$18,994,653",$0,"$18,994,653"
"3,493",Rollerball,2002,"$18,990,542","$6,861,966","$25,852,508"
"3,494",Baahubali 2: The Conclusion,2017,"$18,985,794","$165,089,758","$184,075,552"
"3,495",Bed of Roses,1996,"$18,972,237",$0,"$18,972,237"
"3,496",Haywire,2012,"$18,942,396","$17,432,304","$36,374,700"
"3,497",Cocoon: The Return,1988,"$18,924,919",$0,"$18,924,919"
"3,498",The Odd Couple II,1998,"$18,912,328",$0,"$18,912,328"
"3,499",The Eyes of Laura Mars,1978,"$18,900,000",$0,"$18,900,000"
"3,500",Untamed Heart,1993,"$18,899,204",$0,"$18,899,204"
"3,501",Georgia Rule,2007,"$18,882,880","$1,936,721","$20,819,601"
"3,502",Kazaam,1996,"$18,880,508",$0,"$18,880,508"
"3,503",Shark Night 3D,2011,"$18,877,153","$13,332,588","$32,209,741"
"3,504",The Seventh Sign,1988,"$18,875,011",$0,"$18,875,011"
"3,505",Alfie,1966,"$18,871,300",$0,"$18,871,300"
"3,506",Above the Law,1988,"$18,869,631",$0,"$18,869,631"
"3,507",The Legend of Hercules,2014,"$18,848,538","$40,104,781","$58,953,319"
"3,508",Akeelah and the Bee,2006,"$18,848,430","$110,994","$18,959,424"
"3,509",The Marine,2006,"$18,844,784","$3,320,824","$22,165,608"
"3,510",Paternity,1981,"$18,838,000",$0,"$18,838,000"
"3,511",Under the Rainbow,1981,"$18,826,490",$0,"$18,826,490"
"3,512","What's New, Pussycat",1965,"$18,820,000",$0,"$18,820,000"
"3,513",Across the Great Divide,1976,"$18,800,000",$0,"$18,800,000"
"3,514",Macon County Line,1974,"$18,800,000",$0,"$18,800,000"
"3,515",Thrill Ride: The Science of Fun,1997,"$18,798,682","$12,480,529","$31,279,211"
"3,516",Suspect,1987,"$18,782,400",$0,"$18,782,400"
"3,517",Into the Blue,2005,"$18,782,227","$23,200,000","$41,982,227"
"3,518",The Upside of Anger,2005,"$18,761,993","$10,153,768","$28,915,761"
"3,519",The Believers,1987,"$18,753,438",$0,"$18,753,438"
"3,520",Pillow Talk,1959,"$18,750,000",$0,"$18,750,000"
"3,521",The Choice,2016,"$18,730,891","$4,689,987","$23,420,878"
"3,522",Year of the Dragon,1985,"$18,707,466",$0,"$18,707,466"
"3,523",Eye in the Sky,2016,"$18,704,596","$16,211,532","$34,916,128"
"3,524",Becoming Jane,2007,"$18,663,911","$20,716,965","$39,380,876"
"3,525",Still Alice,2015,"$18,656,400","$23,043,212","$41,699,612"
"3,526",The Ninth Gate,2000,"$18,653,746","$39,740,562","$58,394,308"
"3,527",Anywhere But Here,1999,"$18,653,615",$0,"$18,653,615"
"3,528",Michael Jordan to the MAX,2000,"$18,642,318",$0,"$18,642,318"
"3,529",Paradise,1991,"$18,634,643",$0,"$18,634,643"
"3,530",Frost/Nixon,2008,"$18,622,031","$9,830,914","$28,452,945"
"3,531",Best in Show,2000,"$18,621,249","$2,074,164","$20,695,413"
"3,532",Man on a Ledge,2012,"$18,620,000","$27,068,337","$45,688,337"
"3,533",The Boatniks,1970,"$18,607,492",$0,"$18,607,492"
"3,534",CHiPS,2017,"$18,600,152","$4,590,545","$23,190,697"
"3,535",The Apartment,1960,"$18,600,000","$6,000,000","$24,600,000"
"3,536",Blame it on Rio,1984,"$18,600,000",$0,"$18,600,000"
"3,537",Aquamarine,2006,"$18,597,342","$4,381,611","$22,978,953"
"3,538",The Fan,1996,"$18,582,965",$0,"$18,582,965"
"3,539",Galapagos,1999,"$18,571,938","$8,519,092","$27,091,030"
"3,540",I Am Curious,1969,"$18,570,318",$0,"$18,570,318"
"3,541",Flight of the Navigator,1986,"$18,564,613",$0,"$18,564,613"
"3,542",Some Kind of Wonderful,1987,"$18,553,948",$0,"$18,553,948"
"3,543",The Quick and the Dead,1995,"$18,552,460",$0,"$18,552,460"
"3,544",An Ideal Husband,1999,"$18,542,974","$12,798,209","$31,341,183"
"3,545",Project X,1987,"$18,532,286",$0,"$18,532,286"
"3,546",Ultraviolet,2006,"$18,522,064","$12,440,048","$30,962,112"
"3,547",You're Next,2013,"$18,494,006","$8,393,171","$26,887,177"
"3,548",Super Troopers,2002,"$18,492,362","$4,553,780","$23,046,142"
"3,549",Singles,1992,"$18,471,850",$0,"$18,471,850"
"3,550",Casualties of War,1989,"$18,468,714",$0,"$18,468,714"
"3,551",The Invention of Lying,2009,"$18,451,251","$14,228,013","$32,679,264"
"3,552",A Thousand Words,2012,"$18,450,127","$2,340,359","$20,790,486"
"3,553",In Search of Castaways,1962,"$18,415,385",$0,"$18,415,385"
"3,554",Ladyhawke,1985,"$18,400,000",$0,"$18,400,000"
"3,555",Quartet,2013,"$18,388,357","$37,790,578","$56,178,935"
"3,556",Into the Wild,2007,"$18,354,356","$38,468,604","$56,822,960"
"3,557",Sleeper,1973,"$18,344,729",$0,"$18,344,729"
"3,558",127 Hours,2010,"$18,335,230","$41,881,941","$60,217,171"
"3,559",North Country,2005,"$18,324,242","$5,352,529","$23,676,771"
"3,560",Babe: Pig in the City,1998,"$18,319,860","$50,812,000","$69,131,860"
"3,561",Walk Hard: The Dewey Cox Story,2007,"$18,317,151","$2,288,902","$20,606,053"
"3,562",The Four Feathers,2002,"$18,306,166","$11,576,479","$29,882,645"
"3,563",That Darn Cat,1997,"$18,301,828",$0,"$18,301,828"
"3,564",Good Guys Wear Black,1978,"$18,300,000",$0,"$18,300,000"
"3,565",Fright Night,2011,"$18,298,649","$22,222,000","$40,520,649"
"3,566",Paranormal Activity: The Ghost Dimension,2015,"$18,297,124","$59,799,429","$78,096,553"
"3,567",Geronimo: An American Legend,1993,"$18,296,646",$0,"$18,296,646"
"3,568",Posse,1993,"$18,290,000","$1,000,000","$19,290,000"
"3,569",Love Affair,1994,"$18,272,894",$0,"$18,272,894"
"3,570",Sugar Hill,1994,"$18,272,447","$151,467","$18,423,914"
"3,571",Crimes and Misdemeanors,1989,"$18,254,702",$0,"$18,254,702"
"3,572",Simon Birch,1998,"$18,253,415","$57,176","$18,310,591"
"3,573",Harold & Kumar Go to White Castle,2004,"$18,225,165",$0,"$18,225,165"
"3,574",Next,2007,"$18,211,013","$55,380,487","$73,591,500"
"3,575",The Last Castle,2001,"$18,208,078","$2,333,590","$20,541,668"
"3,576",Dead Men Don't Wear Plaid,1982,"$18,196,170",$0,"$18,196,170"
"3,577",Getting Even With Dad,1994,"$18,195,538",$0,"$18,195,538"
"3,578",The Sure Thing,1985,"$18,136,000",$0,"$18,136,000"
"3,579",Milk Money,1994,"$18,121,466",$0,"$18,121,466"
"3,580",The Fabulous Baker Boys,1989,"$18,121,297",$0,"$18,121,297"
"3,581",Chernobyl Diaries,2012,"$18,119,640","$24,292,081","$42,411,721"
"3,582",Last Man Standing,1996,"$18,115,927",$0,"$18,115,927"
"3,583",Five Easy Pieces,1970,"$18,099,091",$0,"$18,099,091"
"3,584",Pooh's Heffalump Movie,2005,"$18,098,433","$37,588,511","$55,686,944"
"3,585",Wes Craven's New Nightmare,1994,"$18,090,181",$0,"$18,090,181"
"3,586",DuckTales: The Movie - Treasure of the Lost Lamp,1990,"$18,075,331",$0,"$18,075,331"
"3,587",Private Lessons,1981,"$18,064,851","$1,923","$18,066,774"
"3,588","Jo Jo Dancer, Your Life is Calling",1986,"$18,034,150",$0,"$18,034,150"
"3,589",Everything You Always Wanted to Know,1972,"$18,016,290",$0,"$18,016,290"
"3,590",Admission,2013,"$18,007,317","$726,349","$18,733,666"
"3,591",Ann och Eve - de Erotiska,1970,"$18,000,000",$0,"$18,000,000"
"3,592",Death on the Nile,1978,"$18,000,000",$0,"$18,000,000"
"3,593",Hardly Working,1980,"$18,000,000",$0,"$18,000,000"
"3,594",Ice Castles,1978,"$18,000,000",$0,"$18,000,000"
"3,595",The Private Eyes,1981,"$18,000,000",$0,"$18,000,000"
"3,596",Windwalker,1980,"$18,000,000",$0,"$18,000,000"
"3,597",The Howling,1981,"$17,985,000",$0,"$17,985,000"
"3,598",Used People,1992,"$17,957,265",$0,"$17,957,265"
"3,599",The Glass House,2001,"$17,951,431","$4,910,354","$22,861,785"
"3,600",The Pom Pom Girls,1976,"$17,900,000",$0,"$17,900,000"
"3,601",The Crow: City of Angels,1996,"$17,897,671",$0,"$17,897,671"
"3,602",Bedknobs and Broomsticks,1971,"$17,871,174",$0,"$17,871,174"
"3,603",Sibling Rivalry,1990,"$17,854,933",$0,"$17,854,933"
"3,604",Laws of Attraction,2004,"$17,848,322","$12,100,000","$29,948,322"
"3,605",Drive Me Crazy,1999,"$17,843,379","$4,748,072","$22,591,451"
"3,606",Honeysuckle Rose,1980,"$17,815,212",$0,"$17,815,212"
"3,607",The Boston Strangler,1968,"$17,810,894",$0,"$17,810,894"
"3,608",School for Scoundrels,2006,"$17,807,569",$0,"$17,807,569"
"3,609",Going the Distance,2010,"$17,804,299","$25,799,691","$43,603,990"
"3,610",The Contender,2000,"$17,804,273",$0,"$17,804,273"
"3,611",For Whom the Bell Tolls,1943,"$17,800,000",$0,"$17,800,000"
"3,612",Punch-Drunk Love,2002,"$17,791,031","$6,800,000","$24,591,031"
"3,613",Bad Santa 2,2016,"$17,782,176","$5,447,195","$23,229,371"
"3,614",Bears,2014,"$17,780,194","$371,552","$18,151,746"
"3,615",Halloween 4: The Return of Michael Myers,1988,"$17,768,757",$0,"$17,768,757"
"3,616",Steve Jobs,2015,"$17,766,658","$17,812,349","$35,579,007"
"3,617",Born Yesterday,1993,"$17,760,754",$0,"$17,760,754"
"3,618",The Rage: Carrie 2,1999,"$17,760,244",$0,"$17,760,244"
"3,619",The Perks of Being a Wallflower,2012,"$17,742,948","$15,326,355","$33,069,303"
"3,620",Mr. Holmes,2015,"$17,737,646","$10,759,336","$28,496,982"
"3,621",The Big Green,1995,"$17,736,619",$0,"$17,736,619"
"3,622",Eurotrip,2004,"$17,718,223","$3,000,000","$20,718,223"
"3,623",The Betsy,1978,"$17,700,000",$0,"$17,700,000"
"3,624",Apollo 18,2011,"$17,686,929","$8,830,890","$26,517,819"
"3,625",The Big Easy,1987,"$17,685,307",$0,"$17,685,307"
"3,626",For the Boys,1991,"$17,684,580",$0,"$17,684,580"
"3,627",Heavy Weights,1995,"$17,671,310",$0,"$17,671,310"
"3,628",Kit Kittredge: An American Girl,2008,"$17,657,973",$0,"$17,657,973"
"3,629",Nebraska,2013,"$17,654,912","$7,106,448","$24,761,360"
"3,630",The Postman,1997,"$17,650,704","$3,190,419","$20,841,123"
"3,631",That Touch of Mink,1962,"$17,648,927",$0,"$17,648,927"
"3,632",CB4,1993,"$17,642,060",$0,"$17,642,060"
"3,633",Frantic,1988,"$17,637,000",$0,"$17,637,000"
"3,634",Furry Vengeance,2010,"$17,630,465","$21,709,712","$39,340,177"
"3,635",Parker,2013,"$17,616,641","$30,926,747","$48,543,388"
"3,636",Max Dugan Returns,1983,"$17,613,720",$0,"$17,613,720"
"3,637",The Last King of Scotland,2006,"$17,606,684","$31,548,687","$49,155,371"
"3,638",Alice Doesn't Live Here Anymore,1975,"$17,600,000",$0,"$17,600,000"
"3,639",A Mighty Wind,2003,"$17,583,468","$921,071","$18,504,539"
"3,640",Eye of the Needle,1981,"$17,583,000",$0,"$17,583,000"
"3,641",Deliver Us From Eva,2003,"$17,573,594",$0,"$17,573,594"
"3,642",Cat on a Hot Tin Roof,1958,"$17,570,324",$0,"$17,570,324"
"3,643",Take This Job and Shove It,1981,"$17,569,000",$0,"$17,569,000"
"3,644",Enough Said,2013,"$17,550,872","$8,070,577","$25,621,449"
"3,645",Wait Until Dark,1967,"$17,550,741",$0,"$17,550,741"
"3,646",Hostel: Part II,2007,"$17,544,812","$16,061,597","$33,606,409"
"3,647",Hot Dog… The Movie,1984,"$17,540,166",$0,"$17,540,166"
"3,648",Invasion U.S.A.,1985,"$17,536,256",$0,"$17,536,256"
"3,649",Silent Hill: Revelation 3D,2012,"$17,530,219","$38,445,453","$55,975,672"
"3,650",Lassiter,1984,"$17,513,452",$0,"$17,513,452"
"3,651",Notes on a Scandal,2006,"$17,510,118","$33,068,293","$50,578,411"
"3,652",Disturbing Behavior,1998,"$17,507,368","$1,506,870","$19,014,238"
"3,653",Dope,2015,"$17,506,470","$684,361","$18,190,831"
"3,654",Empire,2002,"$17,504,595","$990,849","$18,495,444"
"3,655",Johnny Be Good,1988,"$17,500,399",$0,"$17,500,399"
"3,656",The Big Lebowski,1998,"$17,498,804","$28,690,764","$46,189,568"
"3,657",Beneath the Planet of the Apes,1970,"$17,489,009",$0,"$17,489,009"
"3,658",Angel,1984,"$17,488,564",$0,"$17,488,564"
"3,659",White Palace,1990,"$17,487,531",$0,"$17,487,531"
"3,660",Red Planet,2000,"$17,480,890","$15,983,079","$33,463,969"
"3,661",Home for the Holidays,1995,"$17,468,887","$4,650,382","$22,119,269"
"3,662",Ragtime,1981,"$17,468,158",$0,"$17,468,158"
"3,663",My Favorite Year,1982,"$17,458,105",$0,"$17,458,105"
"3,664",The Zookeeper’s Wife,2017,"$17,445,186","$3,396,278","$20,841,464"
"3,665",The Ruins,2008,"$17,432,844","$5,477,719","$22,910,563"
"3,666",Dark Skies,2013,"$17,418,667","$10,285,444","$27,704,111"
"3,667",Half Baked,1998,"$17,394,881",$0,"$17,394,881"
"3,668",Addicted,2014,"$17,390,770","$108,472","$17,499,242"
"3,669",Roll Bounce,2005,"$17,380,866","$52,206","$17,433,072"
"3,670",Extreme Measures,1996,"$17,378,193",$0,"$17,378,193"
"3,671",Masterminds,2016,"$17,356,894","$6,623,466","$23,980,360"
"3,672",Born in East L.A.,1987,"$17,355,263",$0,"$17,355,263"
"3,673",Masters of the Universe,1987,"$17,336,370",$0,"$17,336,370"
"3,674",A Haunted House 2,2014,"$17,329,487","$3,877,374","$21,206,861"
"3,675",Just My Luck,2006,"$17,326,650","$20,833,255","$38,159,905"
"3,676",My Baby's Daddy,2004,"$17,321,573",$639,"$17,322,212"
"3,677",To Live and Die in L.A.,1985,"$17,307,019",$0,"$17,307,019"
"3,678",Inkheart,2009,"$17,303,424","$49,352,514","$66,655,938"
"3,679",Murder in the First,1995,"$17,300,238",$0,"$17,300,238"
"3,680",Max Keeble's Big Move,2001,"$17,292,381",$0,"$17,292,381"
"3,681",Wanderlust,2012,"$17,288,155","$6,871,779","$24,159,934"
"3,682",Shenandoah,1965,"$17,268,889",$0,"$17,268,889"
"3,683",Eight Legged Freaks,2002,"$17,266,505","$19,455,806","$36,722,311"
"3,684",Small Time Crooks,2000,"$17,266,359","$12,668,118","$29,934,477"
"3,685",A Bronx Tale,1993,"$17,239,789",$0,"$17,239,789"
"3,686",A Most Wanted Man,2014,"$17,237,855","$18,831,035","$36,068,890"
"3,687",Fired Up,2009,"$17,231,291","$1,377,279","$18,608,570"
"3,688",Seventh Son,2015,"$17,223,265","$93,400,000","$110,623,265"
"3,689",The Phantom,1996,"$17,220,599",$0,"$17,220,599"
"3,690",Hudson Hawk,1991,"$17,218,916",$0,"$17,218,916"
"3,691",The Mission,1986,"$17,218,000","$155,259","$17,373,259"
"3,692",Center Stage,2000,"$17,200,925","$4,160,184","$21,361,109"
"3,693",All the Right Moves,1983,"$17,200,000",$0,"$17,200,000"
"3,694",Miracle on 34th Street,1994,"$17,195,886","$29,100,000","$46,295,886"
"3,695",Her Alibi,1989,"$17,195,050",$0,"$17,195,050"
"3,696",Fled,1996,"$17,192,205","$2,700,000","$19,892,205"
"3,697",Angel Heart,1987,"$17,185,000",$0,"$17,185,000"
"3,698",Eastern Promises,2007,"$17,181,265","$38,895,823","$56,077,088"
"3,699",Sidekicks,1993,"$17,180,393",$0,"$17,180,393"
"3,700",Safe,2012,"$17,142,080","$24,353,133","$41,495,213"
"3,701",The Falcon and the Snowman,1985,"$17,130,087",$0,"$17,130,087"
"3,702",Annapolis,2006,"$17,127,992","$97,000","$17,224,992"
"3,703",Johnny Dangerously,1984,"$17,124,395",$0,"$17,124,395"
"3,704",The NeverEnding Story II: The Next Chapter,1991,"$17,116,963",$0,"$17,116,963"
"3,705",Von Ryan's Express,1965,"$17,111,111",$0,"$17,111,111"
"3,706",The Valachi Papers,1972,"$17,106,087",$0,"$17,106,087"
"3,707",Rushmore,1998,"$17,105,219","$1,975,216","$19,080,435"
"3,708",Kung Fu Hustle,2005,"$17,104,669","$84,929,435","$102,034,104"
"3,709",Diabolique,1996,"$17,100,266",$0,"$17,100,266"
"3,710",Ghosts of the Abyss,2003,"$17,093,668","$11,687,000","$28,780,668"
"3,711",Pet Sematary II,1992,"$17,092,453",$0,"$17,092,453"
"3,712",The Babe,1992,"$17,064,550","$2,400,000","$19,464,550"
"3,713",Norm of the North,2016,"$17,062,499","$10,329,697","$27,392,196"
"3,714",Pokemon 3: The Movie,2001,"$17,052,128","$51,400,000","$68,452,128"
"3,715",The Devil's Rejects,2005,"$17,044,981","$3,895,447","$20,940,428"
"3,716",Freejack,1992,"$17,033,142",$0,"$17,033,142"
"3,717",Son of the Mask,2005,"$17,018,422","$42,900,000","$59,918,422"
"3,718",The Hurt Locker,2009,"$17,017,811","$32,876,412","$49,894,223"
"3,719",Seed of Chucky,2004,"$17,016,190","$7,700,000","$24,716,190"
"3,720",Splice,2010,"$17,010,170","$9,847,289","$26,857,459"
"3,721",The Delta Force,1986,"$17,005,599",$0,"$17,005,599"
"3,722",For Keeps?,1988,"$17,000,000",$0,"$17,000,000"
"3,723",Herbie Goes Bananas,1980,"$17,000,000",$0,"$17,000,000"
"3,724",Kingdom of the Spiders,1977,"$17,000,000",$0,"$17,000,000"
"3,725",W.W. and the Dixie Dancekings,1975,"$17,000,000",$0,"$17,000,000"
"3,726",Which Way Is Up?,1977,"$17,000,000",$0,"$17,000,000"
"3,727",Rock Star,2001,"$16,991,902","$2,325,863","$19,317,765"
"3,728",The Country Bears,2002,"$16,988,996",$0,"$16,988,996"
"3,729",Win a Date with Tad Hamilton!,2004,"$16,980,098",$0,"$16,980,098"
"3,730",The Counselor,2013,"$16,973,715","$54,035,619","$71,009,334"
"3,731",Boiler Room,2000,"$16,963,963","$11,809,674","$28,773,637"
"3,732",Jury Duty,1995,"$16,941,552",$0,"$16,941,552"
"3,733",Lover Come Back,1961,"$16,937,969",$0,"$16,937,969"
"3,734",Adrenaline Rush: The Science of Risk,2002,"$16,933,791","$7,036,640","$23,970,431"
"3,735",88 Minutes,2008,"$16,930,884","$16,024,515","$32,955,399"
"3,736",Serving Sara,2002,"$16,930,185","$3,215,965","$20,146,150"
"3,737",crazy/beautiful,2001,"$16,929,123","$3,000,000","$19,929,123"
"3,738",The Thing,2011,"$16,928,670","$10,573,144","$27,501,814"
"3,739",Looking for Mr. Goodbar,1977,"$16,900,000",$0,"$16,900,000"
"3,740",Sounder,1972,"$16,889,761",$0,"$16,889,761"
"3,741",Go!,1999,"$16,875,273","$11,508,168","$28,383,441"
"3,742",Georgy Girl,1966,"$16,873,162",$0,"$16,873,162"
"3,743",Wimbledon,2004,"$16,862,585","$24,803,891","$41,666,476"
"3,744",Lightning Jack,1994,"$16,821,273",$0,"$16,821,273"
"3,745",Rebound,2005,"$16,809,014","$683,000","$17,492,014"
"3,746",A Touch of Class,1973,"$16,800,000",$0,"$16,800,000"
"3,747",Valley Girl,1983,"$16,800,000",$0,"$16,800,000"
"3,748",Lost Souls,2000,"$16,779,636","$14,540,657","$31,320,293"
"3,749",Andre,1994,"$16,774,699",$0,"$16,774,699"
"3,750",54,1998,"$16,757,163",$0,"$16,757,163"
"3,751",The Motorcycle Diaries,2004,"$16,756,372","$38,272,828","$55,029,200"
"3,752",New in Town,2009,"$16,734,283","$13,203,626","$29,937,909"
"3,753",Catch That Kid,2004,"$16,703,799","$255,815","$16,959,614"
"3,754",To Rome with Love,2012,"$16,684,352","$57,641,663","$74,326,015"
"3,755",True Crime,1999,"$16,676,845",$0,"$16,676,845"
"3,756",Blink,1994,"$16,668,552",$0,"$16,668,552"
"3,757",Tremors,1990,"$16,667,084",$0,"$16,667,084"
"3,758",Rough Cut,1980,"$16,656,125",$0,"$16,656,125"
"3,759",Unaccompanied Minors,2006,"$16,655,224","$5,315,607","$21,970,831"
"3,760",The Final Countdown,1980,"$16,647,800","$40,000,000","$56,647,800"
"3,761",The Hunter,1980,"$16,647,800",$0,"$16,647,800"
"3,762",Bringing Out The Dead,1999,"$16,640,210",$0,"$16,640,210"
"3,763",Deep Cover,1992,"$16,639,799",$0,"$16,639,799"
"3,764",Wild Safari 3D,2005,"$16,621,230","$15,825,520","$32,446,750"
"3,765",Beat Street,1984,"$16,595,791",$0,"$16,595,791"
"3,766",Baby's Day Out,1994,"$16,581,575",$0,"$16,581,575"
"3,767",Dead Silence,2007,"$16,574,590","$4,040,071","$20,614,661"
"3,768",My Girl 2,1994,"$16,559,100",$0,"$16,559,100"
"3,769",Shocker,1989,"$16,554,699",$0,"$16,554,699"
"3,770",The Frighteners,1996,"$16,553,635",$0,"$16,553,635"
"3,771",National Lampoon's Class Reunion,1982,"$16,550,727",$0,"$16,550,727"
"3,772",The Perfect Man,2005,"$16,535,005","$3,000,000","$19,535,005"
"3,773",The Life and Times of Judge Roy Bean,1972,"$16,530,578",$0,"$16,530,578"
"3,774",Original Sin,2001,"$16,521,410",$0,"$16,521,410"
"3,775",Krull,1983,"$16,519,460",$0,"$16,519,460"
"3,776",Trainspotting,1996,"$16,501,785","$55,057,186","$71,558,971"
"3,777",Eye of the Beholder,2000,"$16,500,786","$1,760,079","$18,260,865"
"3,778",The War,1994,"$16,480,770",$0,"$16,480,770"
"3,779",Heart and Souls,1993,"$16,479,685",$0,"$16,479,685"
"3,780",Terminal Velocity,1994,"$16,478,900",$0,"$16,478,900"
"3,781",Spacehunter: Adventures in the Forbidden Zone,1983,"$16,478,265",$0,"$16,478,265"
"3,782",Monkey Kingdom,2015,"$16,432,322","$315,588","$16,747,910"
"3,783",That Old Feeling,1997,"$16,408,534","$830,684","$17,239,218"
"3,784",Candy,1968,"$16,408,286",$0,"$16,408,286"
"3,785",A Change of Seasons,1980,"$16,400,000",$0,"$16,400,000"
"3,786",Sergeant York,1941,"$16,400,000",$0,"$16,400,000"
"3,787",The Hitcher,2007,"$16,379,582","$4,476,064","$20,855,646"
"3,788",Defending Your Life,1991,"$16,371,128",$0,"$16,371,128"
"3,789",White Oleander,2002,"$16,357,770","$5,300,000","$21,657,770"
"3,790",Monkey Trouble,1994,"$16,344,520",$0,"$16,344,520"
"3,791",Burglar,1987,"$16,337,355",$0,"$16,337,355"
"3,792",Tales from the Darkside: The Movie,1990,"$16,324,573",$0,"$16,324,573"
"3,793",The Whole Ten Yards,2004,"$16,323,969","$10,000,000","$26,323,969"
"3,794",MacArthur,1977,"$16,320,000",$0,"$16,320,000"
