Rank,Title,Release_Year,Domestic Box Office,International Box Office,Total Box Office
"3,795",The Silencers,1966,"$16,318,124",$0,"$16,318,124"
"3,796",A Simple Plan,1998,"$16,316,273",$0,"$16,316,273"
"3,797",Weird Science,1985,"$16,316,258",$0,"$16,316,258"
"3,798",Young Adult,2011,"$16,311,571","$6,438,785","$22,750,356"
"3,799",Muppets From Space,1999,"$16,304,786",$0,"$16,304,786"
"3,800",Going My Way,1944,"$16,300,000",$0,"$16,300,000"
"3,801",An American Haunting,2006,"$16,298,046","$14,145,231","$30,443,277"
"3,802",Howard the Duck,1986,"$16,295,774",$0,"$16,295,774"
"3,803",Swing Vote,2008,"$16,289,867","$1,300,000","$17,589,867"
"3,804",Elizabeth: The Golden Age,2007,"$16,285,240","$58,585,626","$74,870,866"
"3,805",Supercop,1996,"$16,270,600",$0,"$16,270,600"
"3,806",Crossing Delancey,1988,"$16,262,000",$0,"$16,262,000"
"3,807",21 Grams,2003,"$16,248,701","$43,418,924","$59,667,625"
"3,808",The Master,2012,"$16,247,159","$42,544,852","$58,792,011"
"3,809",Black Christmas,2006,"$16,235,738",$0,"$16,235,738"
"3,810",Cool Hand Luke,1967,"$16,217,773",$0,"$16,217,773"
"3,811",Raw Deal,1986,"$16,209,459",$0,"$16,209,459"
"3,812",Follow Me Boys,1966,"$16,207,116",$0,"$16,207,116"
"3,813",Jennifer's Body,2009,"$16,204,793","$15,738,608","$31,943,401"
"3,814",Ghost Story,1981,"$16,202,210",$0,"$16,202,210"
"3,815",Wolf Creek,2005,"$16,186,348","$12,818,716","$29,005,064"
"3,816",Begin Again,2014,"$16,170,632","$52,668,104","$68,838,736"
"3,817",Richard Pryor Here and Now,1983,"$16,156,776",$0,"$16,156,776"
"3,818",Mo' Better Blues,1990,"$16,153,000",$0,"$16,153,000"
"3,819",The Blue Max,1966,"$16,151,612",$0,"$16,151,612"
"3,820",Men At Work,1990,"$16,151,032",$0,"$16,151,032"
"3,821",Fire Down Below,1997,"$16,148,906",$0,"$16,148,906"
"3,822",The Guardian,1990,"$16,140,440",$0,"$16,140,440"
"3,823",D.C. Cab,1983,"$16,134,000",$0,"$16,134,000"
"3,824",Jobs,2013,"$16,131,410","$27,271,105","$43,402,515"
"3,825",Waiting...,2005,"$16,124,543","$2,548,731","$18,673,274"
"3,826",Vanity Fair,2004,"$16,123,851","$3,000,000","$19,123,851"
"3,827",Imagine That,2009,"$16,123,323",$0,"$16,123,323"
"3,828","Bright Lights, Big City",1988,"$16,118,077",$0,"$16,118,077"
"3,829",Death Wish 3,1985,"$16,116,878",$0,"$16,116,878"
"3,830",Prancer,1989,"$16,115,398",$0,"$16,115,398"
"3,831",Death Wish II,1982,"$16,100,000",$0,"$16,100,000"
"3,832",Fruitvale Station,2013,"$16,098,998","$1,450,647","$17,549,645"
"3,833",No Holds Barred,1989,"$16,093,651",$0,"$16,093,651"
"3,834",The Prophecy,1995,"$16,091,660",$0,"$16,091,660"
"3,835",A Midsummer Night's Dream,1999,"$16,071,990","$8,939,655","$25,011,645"
"3,836",Dr. No,1963,"$16,067,035","$43,500,000","$59,567,035"
"3,837",Over the Top,1987,"$16,057,580",$0,"$16,057,580"
"3,838",The Day of the Jackal,1973,"$16,056,255",$0,"$16,056,255"
"3,839",Adventureland,2009,"$16,044,025","$1,509,030","$17,553,055"
"3,840",Kung Pow: Enter the Fist,2002,"$16,033,556","$1,000,000","$17,033,556"
"3,841",She's Having a Baby,1988,"$16,031,707",$0,"$16,031,707"
"3,842",Devil in a Blue Dress,1995,"$16,030,096",$0,"$16,030,096"
"3,843",The Transporter Refueled,2015,"$16,029,670","$53,668,825","$69,698,495"
"3,844",Above the Rim,1994,"$16,026,469",$0,"$16,026,469"
"3,845",O (Othello),2001,"$16,017,403",$0,"$16,017,403"
"3,846",Across The Sea of Time,1995,"$16,015,639","$20,200,534","$36,216,173"
"3,847",The Raven,2012,"$16,008,272","$14,593,529","$30,601,801"
"3,848",Confessions of a Dangerous Mind,2002,"$16,007,718","$17,006,087","$33,013,805"
"3,849",Breakout,1975,"$16,000,000",$0,"$16,000,000"
"3,850",The Devil and Max Devlin,1981,"$16,000,000",$0,"$16,000,000"
"3,851",Forever Amber,1947,"$16,000,000",$0,"$16,000,000"
"3,852",Missing,1982,"$16,000,000",$0,"$16,000,000"
"3,853",Mom and Dad,1945,"$16,000,000",$0,"$16,000,000"
"3,854",Our Man Flint,1965,"$16,000,000",$0,"$16,000,000"
"3,855",Sinbad and the Eye of the Tiger,1977,"$16,000,000",$0,"$16,000,000"
"3,856",Tyler Perry's The Single Moms Club,2014,"$15,995,891",$0,"$15,995,891"
"3,857",Armored,2009,"$15,988,876","$7,672,162","$23,661,038"
"3,858",Caveman,1981,"$15,965,000",$0,"$15,965,000"
"3,859",Marie Antoinette,2006,"$15,962,471","$44,900,000","$60,862,471"
"3,860",Armed and Dangerous,1986,"$15,945,534",$0,"$15,945,534"
"3,861",Next of Kin,1989,"$15,942,628",$0,"$15,942,628"
"3,862",Chances Are,1989,"$15,939,663",$0,"$15,939,663"
"3,863",Jason Goes to Hell: The Final Friday,1993,"$15,935,068",$0,"$15,935,068"
"3,864",Hero At Large,1980,"$15,934,737",$0,"$15,934,737"
"3,865",Dance With Me,1998,"$15,923,354",$0,"$15,923,354"
"3,866",Thomas and the Magic Railroad,2000,"$15,911,332",$0,"$15,911,332"
"3,867",Far From Heaven,2002,"$15,901,849","$13,126,065","$29,027,914"
"3,868",Gorky Park,1983,"$15,900,000",$0,"$15,900,000"
"3,869",The Birth of a Nation,2016,"$15,861,566","$222,744","$16,084,310"
"3,870",Masquerade,1988,"$15,855,828","$75,737,916","$91,593,744"
"3,871",Happily N'Ever After,2007,"$15,849,032","$22,074,786","$37,923,818"
"3,872",Devil's Due,2014,"$15,821,461","$20,324,626","$36,146,087"
"3,873",The Kite Runner,2007,"$15,800,078","$58,380,667","$74,180,745"
"3,874",Eddie the Eagle,2016,"$15,789,389","$29,331,788","$45,121,177"
"3,875",Kiss Me Goodbye,1982,"$15,782,759",$0,"$15,782,759"
"3,876",The Gospel,2005,"$15,778,152",$0,"$15,778,152"
"3,877",Pride and Glory,2008,"$15,740,721","$27,700,000","$43,440,721"
"3,878",3000 Miles to Graceland,2001,"$15,738,632","$2,970,216","$18,708,848"
"3,879",Jaws 4: The Revenge,1987,"$15,728,335",$0,"$15,728,335"
"3,880",Wes Craven's Wishmaster,1997,"$15,719,109",$0,"$15,719,109"
"3,881",The Island,1980,"$15,716,828",$0,"$15,716,828"
"3,882",Paparazzi,2004,"$15,712,072","$900,000","$16,612,072"
"3,883",Avalon,1990,"$15,702,685",$0,"$15,702,685"
"3,884",High Plains Drifter,1973,"$15,700,000",$0,"$15,700,000"
"3,885",The Lion King (IMAX),2002,"$15,682,879",$0,"$15,682,879"
"3,886",Larry the Cable Guy: Health Inspector,2006,"$15,680,099",$0,"$15,680,099"
"3,887",Life as a House,2001,"$15,652,637","$8,236,521","$23,889,158"
"3,888",The Man with the Iron Fists,2012,"$15,634,090","$6,384,898","$22,018,988"
"3,889",Cirque du Soleil - Journey of Man,2000,"$15,626,076","$12,125,705","$27,751,781"
"3,890",View from the Top,2003,"$15,614,000","$3,912,014","$19,526,014"
"3,891",I Love You to Death,1990,"$15,600,149",$0,"$15,600,149"
"3,892",Continental Divide,1981,"$15,578,000",$0,"$15,578,000"
"3,893",Half Past Dead,2002,"$15,567,860","$3,665,420","$19,233,280"
"3,894",Billy Bathgate,1991,"$15,565,363",$0,"$15,565,363"
"3,895",Shackleton's Antarctic Adventure,2001,"$15,553,324","$4,113,837","$19,667,161"
"3,896",My Boss's Daughter,2003,"$15,549,702",$0,"$15,549,702"
"3,897",Switch,1991,"$15,545,943",$0,"$15,545,943"
"3,898",The Getaway,1994,"$15,545,115",$0,"$15,545,115"
"3,899",A Guy Thing,2003,"$15,543,862","$1,886,732","$17,430,594"
"3,900",Still Smokin,1983,"$15,543,000",$0,"$15,543,000"
"3,901",The Ghost Writer,2010,"$15,541,549","$49,990,942","$65,532,491"
"3,902",The Wild Angels,1966,"$15,541,070",$0,"$15,541,070"
"3,903",In America,2003,"$15,539,656","$9,843,255","$25,382,911"
"3,904",Revenge,1990,"$15,535,771",$0,"$15,535,771"
"3,905",All the Pretty Horses,2000,"$15,527,125","$2,593,142","$18,120,267"
"3,906",A Perfect Getaway,2009,"$15,515,460","$7,300,000","$22,815,460"
"3,907",Legend,1986,"$15,502,112","$8,004,125","$23,506,237"
"3,908",Corvette Summer,1978,"$15,500,000",$0,"$15,500,000"
"3,909",The Greatest Story Ever Told,1965,"$15,473,333",$0,"$15,473,333"
"3,910",Loser,2000,"$15,464,026","$2,786,080","$18,250,106"
"3,911",Youngblood,1986,"$15,448,400",$0,"$15,448,400"
"3,912",Rocket Man,1997,"$15,448,043",$0,"$15,448,043"
"3,913",Mad Love,1995,"$15,446,532",$0,"$15,446,532"
"3,914",Reversal of Fortune,1990,"$15,445,131",$0,"$15,445,131"
"3,915",The Infiltrator,2016,"$15,436,808","$2,892,845","$18,329,653"
"3,916",Catch and Release,2007,"$15,432,542",$0,"$15,432,542"
"3,917",The Bonfire of the Vanities,1990,"$15,432,314",$0,"$15,432,314"
"3,918",African Cats,2011,"$15,428,747","$2,455,000","$17,883,747"
"3,919",Drowning Mona,2000,"$15,427,192","$553,184","$15,980,376"
"3,920",Wrong Turn,2003,"$15,417,771","$13,231,785","$28,649,556"
"3,921",Death Warrant,1990,"$15,394,200",$0,"$15,394,200"
"3,922",The Adventures of Pinocchio,1996,"$15,382,170","$21,300,000","$36,682,170"
"3,923",Mr. Destiny,1990,"$15,379,253",$0,"$15,379,253"
"3,924",Leviathan,1989,"$15,363,560",$0,"$15,363,560"
"3,925",She-Devil,1989,"$15,351,421",$0,"$15,351,421"
"3,926",No Escape,1994,"$15,339,030","$1,874,203","$17,213,233"
"3,927",The Greatest Game Ever Played,2005,"$15,331,289","$136,977","$15,468,266"
"3,928",Bait,2000,"$15,325,127","$146,842","$15,471,969"
"3,929",About Time,2013,"$15,323,921","$73,985,257","$89,309,178"
"3,930",Alpha Dog,2007,"$15,309,602","$17,204,717","$32,514,319"
"3,931",Welcome Stranger,1947,"$15,300,000",$0,"$15,300,000"
"3,932",Bangkok Dangerous,2008,"$15,298,133","$31,300,000","$46,598,133"
"3,933",Youth in Revolt,2010,"$15,285,588","$4,400,000","$19,685,588"
"3,934",Quick Change,1990,"$15,260,154",$0,"$15,260,154"
"3,935",Benji the Hunted,1987,"$15,212,539",$0,"$15,212,539"
"3,936",Sweet Sweetback's Baad Asssss Song,1971,"$15,200,000",$0,"$15,200,000"
"3,937",First Family,1980,"$15,198,912",$0,"$15,198,912"
"3,938",The Long Riders,1980,"$15,198,912",$0,"$15,198,912"
"3,939",Bad Girls,1994,"$15,187,851",$0,"$15,187,851"
"3,940",Needful Things,1993,"$15,185,672",$0,"$15,185,672"
"3,941",Dungeons and Dragons,2000,"$15,185,241","$18,586,724","$33,771,965"
"3,942",Muriel's Wedding,1995,"$15,185,000",$0,"$15,185,000"
"3,943",The Last Exorcism Part II,2013,"$15,179,303","$10,269,404","$25,448,707"
"3,944",Thinner,1996,"$15,171,475",$0,"$15,171,475"
"3,945",The Corruptor,1999,"$15,164,492",$0,"$15,164,492"
"3,946",And So It Goes,2014,"$15,160,801","$2,200,000","$17,360,801"
"3,947",Firestarter,1984,"$15,136,870",$0,"$15,136,870"
"3,948",Arthur et les Minimoys,2007,"$15,132,763","$98,192,980","$113,325,743"
"3,949",Halloween:  The Curse of Michael Myers,1995,"$15,126,948",$0,"$15,126,948"
"3,950","The Goods: Live Hard, Sell Hard",2009,"$15,122,676","$174,642","$15,297,318"
"3,951",The Madness of King George,1994,"$15,122,669",$0,"$15,122,669"
"3,952",Big Top Pee-Wee,1988,"$15,122,324",$0,"$15,122,324"
"3,953",Gake no ue no Ponyo,2009,"$15,090,399","$190,222,267","$205,312,666"
"3,954",The Invasion,2007,"$15,074,191","$25,072,851","$40,147,042"
"3,955",Toy Soldiers,1991,"$15,073,942",$0,"$15,073,942"
"3,956",American Psycho,2000,"$15,070,285","$13,604,132","$28,674,417"
"3,957",Dead Man on Campus,1998,"$15,064,948",$0,"$15,064,948"
"3,958",King Solomon's Mines,1985,"$15,057,465",$0,"$15,057,465"
"3,959",Wings of Courage,1995,"$15,057,031","$19,183,063","$34,240,094"
"3,960",Twilight,1998,"$15,055,091",$0,"$15,055,091"
"3,961",The Box,2009,"$15,051,977","$11,289,919","$26,341,896"
"3,962",See No Evil,2006,"$15,032,800","$3,795,236","$18,828,036"
"3,963",Zapped!,1982,"$15,026,217",$0,"$15,026,217"
"3,964",Haakon Haakonsen,1991,"$15,024,232",$0,"$15,024,232"
"3,965",Seven Psychopaths,2012,"$15,024,049","$18,011,687","$33,035,736"
"3,966",Judy Moody and the Not Bummer Summer,2011,"$15,013,650","$2,016,232","$17,029,882"
"3,967",Madonna: Truth or Dare,1991,"$15,012,935","$14,000,000","$29,012,935"
"3,968",The Cave,2005,"$15,007,991","$12,140,000","$27,147,991"
"3,969",Breakin' 2: Electric Boogaloo,1984,"$15,000,000",$0,"$15,000,000"
"3,970",The Egyptian,1954,"$15,000,000",$0,"$15,000,000"
"3,971",The Front Page,1974,"$15,000,000",$0,"$15,000,000"
"3,972",The Kentucky Fried Movie,1977,"$15,000,000","$5,000,000","$20,000,000"
"3,973","Mother, Jugs & Speed",1976,"$15,000,000",$0,"$15,000,000"
"3,974",Spaced Invaders,1990,"$15,000,000",$0,"$15,000,000"
"3,975",The V.I.P.s,1963,"$15,000,000",$0,"$15,000,000"
"3,976",Pete 'n' Tillie,1972,"$14,999,969",$0,"$14,999,969"
"3,977",Lions for Lambs,2007,"$14,998,070","$48,213,018","$63,211,088"
"3,978",The Next Best Thing,2000,"$14,983,572","$9,372,190","$24,355,762"
"3,979",Solaris,2002,"$14,970,038",$0,"$14,970,038"
"3,980",Get Carter,2000,"$14,967,182","$4,450,000","$19,417,182"
"3,981",The Music Man,1962,"$14,953,846",$0,"$14,953,846"
"3,982",Killing Them Softly,2012,"$14,945,541","$24,292,902","$39,238,443"
"3,983",Election,1999,"$14,943,582","$2,259,272","$17,202,854"
"3,984",Kiss of Death,1995,"$14,942,422",$0,"$14,942,422"
"3,985",The Meaning of Life,1983,"$14,929,552",$0,"$14,929,552"
"3,986",Keeping Up with the Joneses,2016,"$14,904,426","$13,900,000","$28,804,426"
"3,987",Step Up All In,2014,"$14,904,384","$62,900,000","$77,804,384"
"3,988",Last Chance Harvey,2008,"$14,889,042","$19,598,160","$34,487,202"
"3,989",S.O.B.,1981,"$14,867,086",$0,"$14,867,086"
"3,990",Flirting with Disaster,1996,"$14,853,474","$1,295,706","$16,149,180"
"3,991",Once Around,1991,"$14,851,000",$0,"$14,851,000"
"3,992",Music of the Heart,1999,"$14,849,583",$0,"$14,849,583"
"3,993",Pink Floyd: The Wall,1982,"$14,844,106",$0,"$14,844,106"
"3,994",Eve's Bayou,1997,"$14,843,425",$0,"$14,843,425"
"3,995",All I Want For Christmas,1991,"$14,812,144",$0,"$14,812,144"
"3,996","I Love You, Beth Cooper",2009,"$14,800,725","$1,581,813","$16,382,538"
"3,997",Ladybugs,1992,"$14,796,494",$0,"$14,796,494"
"3,998",Prom Night,1980,"$14,796,236",$0,"$14,796,236"
"3,999",Threesome,1994,"$14,793,701",$0,"$14,793,701"
"4,000",Radio Days,1987,"$14,792,779",$0,"$14,792,779"
"4,001",Not Without My Daughter,1991,"$14,789,113",$0,"$14,789,113"
"4,002",A Kiss Before Dying,1991,"$14,769,755",$0,"$14,769,755"
"4,003",The Sixth Man,1997,"$14,765,099",$0,"$14,765,099"
"4,004",Fire Birds,1990,"$14,760,451",$0,"$14,760,451"
"4,005",My Soul to Take,2010,"$14,744,435","$1,983,035","$16,727,470"
"4,006",Tristan & Isolde,2006,"$14,734,633","$2,720,980","$17,455,613"
"4,007",Orca,1977,"$14,717,854",$0,"$14,717,854"
"4,008",Indian Summer,1993,"$14,717,851",$0,"$14,717,851"
"4,009",School Ties,1992,"$14,715,067",$0,"$14,715,067"
"4,010",Criminal,2016,"$14,708,696","$24,062,566","$38,771,262"
"4,011",Educating Rita,1983,"$14,688,000",$0,"$14,688,000"
"4,012",Iron Monkey,2001,"$14,681,661",$0,"$14,681,661"
"4,013",Arthur 2: On the Rocks,1988,"$14,681,192",$0,"$14,681,192"
"4,014",The Case for Christ,2017,"$14,678,714","$1,569,659","$16,248,373"
"4,015",Room,2015,"$14,677,674","$21,585,109","$36,262,783"
"4,016",The Substitute,1996,"$14,675,167",$0,"$14,675,167"
"4,017",It Follows,2015,"$14,674,077","$5,975,697","$20,649,774"
"4,018",The Nude Bomb,1980,"$14,662,035",$0,"$14,662,035"
"4,019",Winning,1969,"$14,644,335",$0,"$14,644,335"
"4,020",Soldier,1998,"$14,623,082",$0,"$14,623,082"
"4,021",Beyond the Lights,2014,"$14,618,727",$0,"$14,618,727"
"4,022",Jackie Chan’s First Strike,1997,"$14,601,662",$0,"$14,601,662"
"4,023",Children of the Corn,1984,"$14,600,000",$0,"$14,600,000"
"4,024",Night of the Comet,1984,"$14,600,000",$0,"$14,600,000"
"4,025",Nighthawks,1981,"$14,600,000","$5,000,000","$19,600,000"
"4,026",My Week with Marilyn,2011,"$14,597,405","$19,643,167","$34,240,572"
"4,027",The Girl Next Door,2004,"$14,589,444","$17,045,706","$31,635,150"
"4,028",Kiss of the Spider Woman,1985,"$14,582,182",$0,"$14,582,182"
"4,029",Hellraiser,1987,"$14,564,000",$0,"$14,564,000"
"4,030",Wild at Heart,1990,"$14,560,000",$0,"$14,560,000"
"4,031",Willard,1971,"$14,545,941",$0,"$14,545,941"
"4,032",School Daze,1988,"$14,545,844",$0,"$14,545,844"
"4,033",Fly Me To the Moon,2008,"$14,543,943","$28,986,338","$43,530,281"
"4,034",The Vanishing,1993,"$14,543,394",$0,"$14,543,394"
"4,035",Kickboxer,1989,"$14,533,681",$0,"$14,533,681"
"4,036",Everyone's Hero,2006,"$14,523,101","$2,477,336","$17,000,437"
"4,037","Oh, God! Book II",1980,"$14,504,277",$0,"$14,504,277"
"4,038",McLintock!,1963,"$14,500,000",$0,"$14,500,000"
"4,039",King of Kings,1961,"$14,483,352",$0,"$14,483,352"
"4,040",Big Eyes,2014,"$14,482,031","$12,835,841","$27,317,872"
"4,041",Psycho III,1986,"$14,481,606",$0,"$14,481,606"
"4,042",In Love and War,1996,"$14,481,231","$10,891,063","$25,372,294"
"4,043",Flight of the Intruder,1991,"$14,471,440",$0,"$14,471,440"
"4,044",Welcome to Mooseport,2004,"$14,469,428",$0,"$14,469,428"
"4,045","Life, or Something Like It",2002,"$14,448,589",$0,"$14,448,589"
"4,046",To the Arctic 3D,2012,"$14,448,132","$4,521,674","$18,969,806"
"4,047",America: Imagine a World Without Her,2014,"$14,444,502",$0,"$14,444,502"
"4,048",American Ultra,2015,"$14,439,985","$13,768,100","$28,208,085"
"4,049",Dark City,1998,"$14,435,076","$12,821,985","$27,257,061"
"4,050",The Edge of Seventeen,2016,"$14,431,633","$4,372,187","$18,803,820"
"4,051",Hollywoodland,2006,"$14,426,251","$2,400,000","$16,826,251"
"4,052",The Chamber,1996,"$14,407,578",$0,"$14,407,578"
"4,053",Halloween 3: Season of the Witch,1982,"$14,400,000",$0,"$14,400,000"
"4,054",Trapeze,1956,"$14,400,000",$0,"$14,400,000"
"4,055",Tea with Mussolini,1999,"$14,395,874",$0,"$14,395,874"
"4,056",Woodlawn,2015,"$14,394,097","$9,606","$14,403,703"
"4,057",Remo Williams: The Adventure Begins,1985,"$14,393,902",$0,"$14,393,902"
"4,058",Snow Falling on Cedars,1999,"$14,378,353",$0,"$14,378,353"
"4,059",Ishtar,1987,"$14,375,181",$0,"$14,375,181"
"4,060",Awake,2007,"$14,373,825","$18,594,823","$32,968,648"
"4,061",City of Joy,1992,"$14,371,061",$0,"$14,371,061"
"4,062",The Buddy Holly Story,1978,"$14,363,400",$0,"$14,363,400"
"4,063",Capitalism: A Love Story,2009,"$14,363,397","$4,758,134","$19,121,531"
"4,064",Memoirs of an Invisible Man,1992,"$14,358,033",$0,"$14,358,033"
"4,065",Rapid Fire,1992,"$14,356,479",$0,"$14,356,479"
"4,066",Excess Baggage,1997,"$14,351,432",$0,"$14,351,432"
"4,067",Friday the 13th Part VIII: Jason Takes Manhattan,1989,"$14,343,976",$0,"$14,343,976"
"4,068",Godsend,2004,"$14,334,645","$2,576,063","$16,910,708"
"4,069",Lockout,2012,"$14,326,865","$19,616,184","$33,943,049"
"4,070",The Mosquito Coast,1986,"$14,302,000",$0,"$14,302,000"
"4,071",Blue Skies,1946,"$14,300,000",$0,"$14,300,000"
"4,072",Grease 2,1982,"$14,297,083",$0,"$14,297,083"
"4,073",Supergirl,1984,"$14,296,438",$0,"$14,296,438"
"4,074",Ballistic: Ecks vs. Sever,2002,"$14,294,842",$0,"$14,294,842"
"4,075",Z,1969,"$14,283,305",$0,"$14,283,305"
"4,076",Amelia,2009,"$14,279,575","$5,476,502","$19,756,077"
"4,077",The Wizard,1989,"$14,278,900",$0,"$14,278,900"
"4,078",Baby: Secret of the Lost Legend,1985,"$14,276,095",$0,"$14,276,095"
"4,079",The Messenger: The Story of Joan of Arc,1999,"$14,271,297",$0,"$14,271,297"
"4,080",Josie and the Pussycats,2001,"$14,252,830",$0,"$14,252,830"
"4,081",Child's Play 3,1991,"$14,250,380","$5,600,000","$19,850,380"
"4,082",Freddy Got Fingered,2001,"$14,249,005",$0,"$14,249,005"
"4,083",The Return of the Living Dead,1985,"$14,237,880",$0,"$14,237,880"
"4,084",Buffy the Vampire Slayer,1992,"$14,231,669",$0,"$14,231,669"
"4,085",Supernova,2000,"$14,218,868","$597,626","$14,816,494"
"4,086",Alex & Emma,2003,"$14,208,384","$1,150,199","$15,358,583"
"4,087",Sweet Liberty,1986,"$14,205,021",$0,"$14,205,021"
"4,088",A Chorus Line,1985,"$14,202,899",$0,"$14,202,899"
"4,089",The Eiger Sanction,1975,"$14,200,000",$0,"$14,200,000"
"4,090",Scanners,1981,"$14,200,000",$0,"$14,200,000"
"4,091",Disaster Movie,2008,"$14,190,901","$22,529,851","$36,720,752"
"4,092",Highlander II: The Quickening,1991,"$14,184,134",$0,"$14,184,134"
"4,093",Prince of Darkness,1987,"$14,182,000",$0,"$14,182,000"
"4,094",Wholly Moses!,1980,"$14,155,617",$0,"$14,155,617"
"4,095",Ernest Scared Stupid,1991,"$14,143,280",$0,"$14,143,280"
"4,096",The Hospital,1971,"$14,142,409",$0,"$14,142,409"
"4,097",Havana Nights: Dirty Dancing 2,2004,"$14,140,215",$0,"$14,140,215"
"4,098",Spring Breakers,2013,"$14,124,286","$17,024,965","$31,149,251"
"4,099",Poltergeist III,1988,"$14,114,000",$0,"$14,114,000"
"4,100",Cool World,1992,"$14,110,589",$0,"$14,110,589"
"4,101",How to Deal,2003,"$14,108,518",$0,"$14,108,518"
"4,102",Maximum Risk,1996,"$14,102,929","$37,600,000","$51,702,929"
"4,103",Tomboy,1985,"$14,100,000",$0,"$14,100,000"
"4,104",Blues Brothers 2000,1998,"$14,089,198",$0,"$14,089,198"
"4,105",The Perfect Weapon,1991,"$14,061,361",$0,"$14,061,361"
"4,106",The Emperor's Club,2002,"$14,060,950","$2,132,763","$16,193,713"
"4,107",Fairytale: A True Story,1997,"$14,059,077",$0,"$14,059,077"
"4,108",Private School,1983,"$14,049,540",$0,"$14,049,540"
"4,109",Cirque du Freak: The Vampire's Assistant,2009,"$14,046,595","$25,707,362","$39,753,957"
"4,110",My Left Foot: The Story of Christy Brown,1989,"$14,041,353",$0,"$14,041,353"
"4,111",The Arrival,1996,"$14,031,906",$0,"$14,031,906"
"4,112",In Too Deep,1999,"$14,026,509","$1,444,720","$15,471,229"
"4,113",Left Behind,2014,"$14,019,924","$6,749,285","$20,769,209"
"4,114",New York Minute,2004,"$14,018,364","$7,197,518","$21,215,882"
"4,115",The Good Girl,2002,"$14,018,296","$2,567,207","$16,585,503"
"4,116",Love & Friendship,2016,"$14,016,568","$5,636,241","$19,652,809"
"4,117",What's Your Number?,2011,"$14,011,084","$16,152,701","$30,163,785"
"4,118",Virus,1999,"$14,010,690","$16,616,000","$30,626,690"
"4,119",Def Jam's How To Be a Player,1997,"$14,010,363",$0,"$14,010,363"
"4,120",The Bad News Bears Go To Japan,1978,"$14,000,000",$0,"$14,000,000"
